ANNO;TRIMESTRE;ID_EMPRESA;EMPRESA;ID_SERVICIO;SERVICIO;ID_CONCEPTO;CONCEPTO;INGRESOS
2012;1;800144976;VERIZON COLOMBIA S.A.;101;Acceso fijo a Internet;0;NA;143277536
2012;1;900177156;WI-SAT COMUNICACIONES LTDA;101;Acceso fijo a Internet;0;NA;28260876
2012;2;900022836;@NY PHONE S A ESP;101;Acceso fijo a Internet;0;NA;48527493
2012;2;830016046;AVANTEL S.A.S;101;Acceso fijo a Internet;0;NA;176059453
2012;2;830119051;AXESAT S.A.;101;Acceso fijo a Internet;0;NA;845306748
2012;2;900047715;CABLE & TV YOPAL SAS;101;Acceso fijo a Internet;0;NA;72909000
2012;2;811009414;CABLE BELLO TELEVISIÓN LTDA.;101;Acceso fijo a Internet;0;NA;509132502
2012;2;805009542;CABLE VISION E.U.;101;Acceso fijo a Internet;0;NA;176770308
2012;2;900209693;CALDAS DATA COMPANY LTDA;101;Acceso fijo a Internet;0;NA;38415000
2012;2;817001193;CAUCATEL S.A. E.S.P.;101;Acceso fijo a Internet;0;NA;1104331
2012;2;816008859;COCOM S.A.S;101;Acceso fijo a Internet;0;NA;36193333
2012;2;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;101;Acceso fijo a Internet;0;NA;191051009534
2012;2;900053251;CONSULNETWORKS S.A. E.S.P.;101;Acceso fijo a Internet;0;NA;705701000
2012;2;900306608;CONSULTORES EN TECNOLOGIAS DE INFORMACION SAS;101;Acceso fijo a Internet;0;NA;167394000
2012;2;811003209;CORPORACION INTERUNIVERSITARIA DE SERVICIOS CIS;101;Acceso fijo a Internet;0;NA;553953888
2012;2;830115993;CORPORACION POLITECNICA NACIONAL DE COLOMBIA;101;Acceso fijo a Internet;0;NA;646586750
2012;2;830014146;DCS DIGITAL COMMUNICATION SYSTEMS LTDA.;101;Acceso fijo a Internet;0;NA;44578000
2012;2;819003851;DIALNET DE COLOMBIA S.A. E.S.P.;101;Acceso fijo a Internet;0;NA;589023821
2012;2;890905065;EDATEL S.A. E.S.P.;101;Acceso fijo a Internet;0;NA;19184637266
2012;2;844004576;EMPRESA DE ENERGIA DE CASANARE S.A. E.S.P.;101;Acceso fijo a Internet;0;NA;263307000
2012;2;800135729;EMPRESA DE RECURSOS TECNOLOGICOS S.A E.S.P.;101;Acceso fijo a Internet;0;NA;1742485450
2012;2;807008068;EMPRESA DE SERVICIOS INALAMBRICOS Y TELECOMUNICACIONES - EMSITEL LTDA.;101;Acceso fijo a Internet;0;NA;102215028
2012;2;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. ESP.;101;Acceso fijo a Internet;0;NA;86454131272
2012;2;890201210;EMPRESA DE TELECOMUNICACIONES DE BUCARAMANGA S.A. E.S.P. TELEBUCARAMANGA;101;Acceso fijo a Internet;0;NA;7,771e+09
2012;2;844002048;EMPRESA DE TELECOMUNICACIONES DE LA ORINOQUIA S.A. E.S.P.;101;Acceso fijo a Internet;0;NA;371226000
2012;2;816002018;EMPRESA DE TELECOMUNICACIONES DE PEREIRA S.A. E.S..P.;101;Acceso fijo a Internet;0;NA;7423926778
2012;2;891502163;EMPRESA DE TELECOMUNICACIONES DE POPAYAN S.A EMTEL E.S.P;101;Acceso fijo a Internet;0;NA;997262155
2012;2;890399003;EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P;101;Acceso fijo a Internet;0;NA;11161353716
2012;2;830502580;FUTURE SOLUTIONS DEVELOPMENT SAS;101;Acceso fijo a Internet;0;NA;65070324
2012;2;830062000;GILAT COLOMBIA S.A. ESP;101;Acceso fijo a Internet;0;NA;576023086
2012;2;830104796;GILAT NETWORKS COLOMBIA S.A. ESP;101;Acceso fijo a Internet;0;NA;0
2012;2;830105806;GILAT SATELLITE NETWORKS COLOMBIA S.A. ESP;101;Acceso fijo a Internet;0;NA;0
2012;2;802008950;GLOBAL T.V. TELECOMUNICACIONES S.A.;101;Acceso fijo a Internet;0;NA;1043083509
2012;2;800132211;HV TELEVISION SAS;101;Acceso fijo a Internet;0;NA;267075000
2012;2;830058677;IFX NETWORKS COLOMBIA LTDA;101;Acceso fijo a Internet;0;NA;6143146727
2012;2;819001195;INTERCOM COLOMBIA LTDA;101;Acceso fijo a Internet;0;NA;122323714
2012;2;811021654;INTERNEXA S.A E.S.P.;101;Acceso fijo a Internet;0;NA;6723699436
2012;2;900447344;JJMMELECTRONICS S.A.S.;101;Acceso fijo a Internet;0;NA;5751499
2012;2;800136835;LEVEL 3 COLOMBIA S.A.;101;Acceso fijo a Internet;0;NA;625606200
2012;2;830030718;MERCANET;101;Acceso fijo a Internet;0;NA;1177922767
2012;2;800229393;METROTEL REDES S.A;101;Acceso fijo a Internet;0;NA;8320297446
2012;2;830064425;RED UNO S.A.;101;Acceso fijo a Internet;0;NA;1620000
2012;2;830120215;S3 WIRELESS COLOMBIA S.A.;101;Acceso fijo a Internet;0;NA;1336802006
2012;2;804003326;SISTEMAS Y TELECOMUNICACIONES DEL ORIENTE SAS;101;Acceso fijo a Internet;0;NA;40928608
2012;2;900373099;SOL CABLE VISIÓN SAS E.S.P.;101;Acceso fijo a Internet;0;NA;493253179
2012;2;830129954;SOLUCIONES NET LTDA;101;Acceso fijo a Internet;0;NA;82068861
2012;2;830105909;SPRINT INTERNATIONAL COLOMBIA LTDA.;101;Acceso fijo a Internet;0;NA;402594180
2012;2;830036103;SUPERCABLE TELECOMUNICACIONES S.A.;101;Acceso fijo a Internet;0;NA;1101338056
2012;2;900232917;TECNOLOGIA, INFORMACION Y COMUNICACIONES LIMITADA;101;Acceso fijo a Internet;0;NA;12345658
2012;2;830053800;TELMEX COLOMBIA S.A.;101;Acceso fijo a Internet;0;NA;136767909963
2012;2;900379268;TICLINE S.A.S.;101;Acceso fijo a Internet;0;NA;0
2012;2;900092385;UNE EPM TELECOMUNICACIONES S.A. E.S.P. - UNE EPM TELCO S.A.;101;Acceso fijo a Internet;0;NA;125284436005
2012;2;900292948;UNIMOS EMPRESA MINICIPAL DE TELECOMUNICACIONES DE IPIALES S.A. E.S.P.;101;Acceso fijo a Internet;0;NA;117069796
2012;2;800224288;UNITEL S.A. EMPRESA DE SERVICIOS PUBLICOS, UNITEL.S.A. E.S.P.;101;Acceso fijo a Internet;0;NA;991251606
2012;2;800144976;VERIZON COLOMBIA S.A.;101;Acceso fijo a Internet;0;NA;134085585
2012;2;900177156;WI-SAT COMUNICACIONES LTDA;101;Acceso fijo a Internet;0;NA;30369126
2012;3;900022836;@NY PHONE S A ESP;101;Acceso fijo a Internet;0;NA;38774666
2012;3;830016046;AVANTEL S.A.S;101;Acceso fijo a Internet;0;NA;157134003
2012;3;830119051;AXESAT S.A.;101;Acceso fijo a Internet;0;NA;856992558
2012;3;900258177;BRASIL TELECOM DE COLOMBIA EMPRESA UNIPERSONAL;101;Acceso fijo a Internet;0;NA;374113880
2012;3;900047715;CABLE & TV YOPAL SAS;101;Acceso fijo a Internet;0;NA;88444000
2012;3;811009414;CABLE BELLO TELEVISIÓN LTDA.;101;Acceso fijo a Internet;0;NA;543350076
2012;3;805009542;CABLE VISION E.U.;101;Acceso fijo a Internet;0;NA;144231165
2012;3;900209693;CALDAS DATA COMPANY LTDA;101;Acceso fijo a Internet;0;NA;41495000
2012;3;817001193;CAUCATEL S.A. E.S.P.;101;Acceso fijo a Internet;0;NA;1000774
2012;3;816008859;COCOM S.A.S;101;Acceso fijo a Internet;0;NA;37376345
2012;3;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;101;Acceso fijo a Internet;0;NA;281763382704
2012;3;900053251;CONSULNETWORKS S.A. E.S.P.;101;Acceso fijo a Internet;0;NA;659552000
2012;3;900306608;CONSULTORES EN TECNOLOGIAS DE INFORMACION SAS;101;Acceso fijo a Internet;0;NA;199933000
2012;3;811003209;CORPORACION INTERUNIVERSITARIA DE SERVICIOS CIS;101;Acceso fijo a Internet;0;NA;566843826
2012;3;830115993;CORPORACION POLITECNICA NACIONAL DE COLOMBIA;101;Acceso fijo a Internet;0;NA;576285718
2012;3;830014146;DCS DIGITAL COMMUNICATION SYSTEMS LTDA.;101;Acceso fijo a Internet;0;NA;116934000
2012;3;819003851;DIALNET DE COLOMBIA S.A. E.S.P.;101;Acceso fijo a Internet;0;NA;622433067
2012;3;890905065;EDATEL S.A. E.S.P.;101;Acceso fijo a Internet;0;NA;21537439276
2012;3;844004576;EMPRESA DE ENERGIA DE CASANARE S.A. E.S.P.;101;Acceso fijo a Internet;0;NA;303254000
2012;3;800135729;EMPRESA DE RECURSOS TECNOLOGICOS S.A E.S.P.;101;Acceso fijo a Internet;0;NA;1891810772
2012;3;807008068;EMPRESA DE SERVICIOS INALAMBRICOS Y TELECOMUNICACIONES - EMSITEL LTDA.;101;Acceso fijo a Internet;0;NA;147918564
2012;3;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. ESP.;101;Acceso fijo a Internet;0;NA;84808641672
2012;3;890201210;EMPRESA DE TELECOMUNICACIONES DE BUCARAMANGA S.A. E.S.P. TELEBUCARAMANGA;101;Acceso fijo a Internet;0;NA;7770778894
2012;3;844002048;EMPRESA DE TELECOMUNICACIONES DE LA ORINOQUIA S.A. E.S.P.;101;Acceso fijo a Internet;0;NA;403629000
2012;3;816002018;EMPRESA DE TELECOMUNICACIONES DE PEREIRA S.A. E.S..P.;101;Acceso fijo a Internet;0;NA;7651893851
2012;3;890399003;EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P;101;Acceso fijo a Internet;0;NA;11330547053
2012;3;830502580;FUTURE SOLUTIONS DEVELOPMENT SAS;101;Acceso fijo a Internet;0;NA;65237979
2012;3;830062000;GILAT COLOMBIA S.A. ESP;101;Acceso fijo a Internet;0;NA;329541036
2012;3;830104796;GILAT NETWORKS COLOMBIA S.A. ESP;101;Acceso fijo a Internet;0;NA;0
2012;3;830105806;GILAT SATELLITE NETWORKS COLOMBIA S.A. ESP;101;Acceso fijo a Internet;0;NA;0
2012;3;802008950;GLOBAL T.V. TELECOMUNICACIONES S.A.;101;Acceso fijo a Internet;0;NA;983441844
2012;3;900233497;GLOBAL TARGET S.A.;101;Acceso fijo a Internet;0;NA;24235023
2012;3;800132211;HV TELEVISION SAS;101;Acceso fijo a Internet;0;NA;308938000
2012;3;830058677;IFX NETWORKS COLOMBIA LTDA;101;Acceso fijo a Internet;0;NA;6371059791
2012;3;811046822;INTELLIGENT TECHNOLOGY SOLUTIONS S.A.;101;Acceso fijo a Internet;0;NA;1551724
2012;3;819001195;INTERCOM COLOMBIA LTDA;101;Acceso fijo a Internet;0;NA;131408000
2012;3;811021654;INTERNEXA S.A E.S.P.;101;Acceso fijo a Internet;0;NA;7378653761
2012;3;900447344;JJMMELECTRONICS S.A.S.;101;Acceso fijo a Internet;0;NA;5999301
2012;3;800136835;LEVEL 3 COLOMBIA S.A.;101;Acceso fijo a Internet;0;NA;553464360
2012;3;819006966;MEDIA COMMERCE PARTNERS S.A;101;Acceso fijo a Internet;0;NA;4754629530
2012;3;830030718;MERCANET;101;Acceso fijo a Internet;0;NA;1494684816
2012;3;800229393;METROTEL REDES S.A;101;Acceso fijo a Internet;0;NA;8793098528
2012;3;830064425;RED UNO S.A.;101;Acceso fijo a Internet;0;NA;2430000
2012;3;830120215;S3 WIRELESS COLOMBIA S.A.;101;Acceso fijo a Internet;0;NA;646144088
2012;3;804003326;SISTEMAS Y TELECOMUNICACIONES DEL ORIENTE SAS;101;Acceso fijo a Internet;0;NA;43640275
2012;3;900373099;SOL CABLE VISIÓN SAS E.S.P.;101;Acceso fijo a Internet;0;NA;667098981
2012;3;830129954;SOLUCIONES NET LTDA;101;Acceso fijo a Internet;0;NA;88054746
2012;3;830105909;SPRINT INTERNATIONAL COLOMBIA LTDA.;101;Acceso fijo a Internet;0;NA;707380563
2012;3;830036103;SUPERCABLE TELECOMUNICACIONES S.A.;101;Acceso fijo a Internet;0;NA;1042361752
2012;3;900232917;TECNOLOGIA, INFORMACION Y COMUNICACIONES LIMITADA;101;Acceso fijo a Internet;0;NA;14142424
2012;3;830053800;TELMEX COLOMBIA S.A.;101;Acceso fijo a Internet;0;NA;143121675997
2012;3;900379268;TICLINE S.A.S.;101;Acceso fijo a Internet;0;NA;40825748
2012;3;900092385;UNE EPM TELECOMUNICACIONES S.A. E.S.P. - UNE EPM TELCO S.A.;101;Acceso fijo a Internet;0;NA;133066725728
2012;3;900292948;UNIMOS EMPRESA MINICIPAL DE TELECOMUNICACIONES DE IPIALES S.A. E.S.P.;101;Acceso fijo a Internet;0;NA;65322653
2012;3;800224288;UNITEL S.A. EMPRESA DE SERVICIOS PUBLICOS, UNITEL.S.A. E.S.P.;101;Acceso fijo a Internet;0;NA;932605433
2012;3;900177156;WI-SAT COMUNICACIONES LTDA;101;Acceso fijo a Internet;0;NA;35454768
2012;4;900022836;@NY PHONE S A ESP;101;Acceso fijo a Internet;0;NA;37978791
2012;4;830016046;AVANTEL S.A.S;101;Acceso fijo a Internet;0;NA;159623435
2012;4;900548102;AZTECA COMUNICACIONES COLOMBIA S A S;101;Acceso fijo a Internet;0;NA;2960829
2012;4;900258177;BRASIL TELECOM DE COLOMBIA EMPRESA UNIPERSONAL;101;Acceso fijo a Internet;0;NA;300629838
2012;4;900047715;CABLE & TV YOPAL SAS;101;Acceso fijo a Internet;0;NA;219691000
2012;4;811009414;CABLE BELLO TELEVISIÓN LTDA.;101;Acceso fijo a Internet;0;NA;588575036
2012;4;900209693;CALDAS DATA COMPANY LTDA;101;Acceso fijo a Internet;0;NA;47309000
2012;4;816008859;COCOM S.A.S;101;Acceso fijo a Internet;0;NA;52759955
2012;4;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;101;Acceso fijo a Internet;0;NA;374366955774
2012;4;900053251;CONSULNETWORKS S.A. E.S.P.;101;Acceso fijo a Internet;0;NA;699552000
2012;4;900306608;CONSULTORES EN TECNOLOGIAS DE INFORMACION SAS;101;Acceso fijo a Internet;0;NA;189765000
2012;4;811003209;CORPORACION INTERUNIVERSITARIA DE SERVICIOS CIS;101;Acceso fijo a Internet;0;NA;403093212
2012;4;830115993;CORPORACION POLITECNICA NACIONAL DE COLOMBIA;101;Acceso fijo a Internet;0;NA;0
2012;4;830014146;DCS DIGITAL COMMUNICATION SYSTEMS LTDA.;101;Acceso fijo a Internet;0;NA;114813013
2012;4;900363774;DEL CARIBE TELECOMUNICACIONES DELCATEL S.A.S;101;Acceso fijo a Internet;0;NA;14772608
2012;4;819003851;DIALNET DE COLOMBIA S.A. E.S.P.;101;Acceso fijo a Internet;0;NA;682429451
2012;4;830027574;DIVEO DE COLOMBIA S.A.S.;101;Acceso fijo a Internet;0;NA;1972859597
2012;4;890905065;EDATEL S.A. E.S.P.;101;Acceso fijo a Internet;0;NA;23106465707
2012;4;844004576;EMPRESA DE ENERGIA DE CASANARE S.A. E.S.P.;101;Acceso fijo a Internet;0;NA;311204000
2012;4;800135729;EMPRESA DE RECURSOS TECNOLOGICOS S.A E.S.P.;101;Acceso fijo a Internet;0;NA;1714303798
2012;4;807008068;EMPRESA DE SERVICIOS INALAMBRICOS Y TELECOMUNICACIONES - EMSITEL LTDA.;101;Acceso fijo a Internet;0;NA;196692971
2012;4;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. ESP.;101;Acceso fijo a Internet;0;NA;88220003030
2012;4;890201210;EMPRESA DE TELECOMUNICACIONES DE BUCARAMANGA S.A. E.S.P. TELEBUCARAMANGA;101;Acceso fijo a Internet;0;NA;7760341067
2012;4;844002048;EMPRESA DE TELECOMUNICACIONES DE LA ORINOQUIA S.A. E.S.P.;101;Acceso fijo a Internet;0;NA;340790000
2012;4;816002018;EMPRESA DE TELECOMUNICACIONES DE PEREIRA S.A. E.S..P.;101;Acceso fijo a Internet;0;NA;7962778670
2012;4;890399003;EMPRESAS MUNICIPALES DE CALI E.I.C.E E.S.P;101;Acceso fijo a Internet;0;NA;11519568011
2012;4;830502580;FUTURE SOLUTIONS DEVELOPMENT SAS;101;Acceso fijo a Internet;0;NA;74618427
2012;4;802008950;GLOBAL T.V. TELECOMUNICACIONES S.A.;101;Acceso fijo a Internet;0;NA;932992740
2012;4;900233497;GLOBAL TARGET S.A.;101;Acceso fijo a Internet;0;NA;24170292
2012;4;800132211;HV TELEVISION SAS;101;Acceso fijo a Internet;0;NA;342661175
2012;4;830058677;IFX NETWORKS COLOMBIA LTDA;101;Acceso fijo a Internet;0;NA;7136430636
2012;4;811046822;INTELLIGENT TECHNOLOGY SOLUTIONS S.A.;101;Acceso fijo a Internet;0;NA;24250000
2012;4;819001195;INTERCOM COLOMBIA LTDA;101;Acceso fijo a Internet;0;NA;129820000
2012;4;811021654;INTERNEXA S.A E.S.P.;101;Acceso fijo a Internet;0;NA;8323976281
2012;4;900447344;JJMMELECTRONICS S.A.S.;101;Acceso fijo a Internet;0;NA;13427218
2012;4;800136835;LEVEL 3 COLOMBIA S.A.;101;Acceso fijo a Internet;0;NA;649446660
2012;4;819006966;MEDIA COMMERCE PARTNERS S.A;101;Acceso fijo a Internet;0;NA;7168970731
2012;4;830030718;MERCANET;101;Acceso fijo a Internet;0;NA;1521531405
2012;4;800204278;METROPOLITANA DE TELECOMUNICACIONES S.A. E.S.P.;101;Acceso fijo a Internet;0;NA;1104734998
2012;4;800229393;METROTEL REDES S.A;101;Acceso fijo a Internet;0;NA;8324372891
2012;4;830064425;RED UNO S.A.;101;Acceso fijo a Internet;0;NA;2430000
2012;4;830120215;S3 WIRELESS COLOMBIA S.A.;101;Acceso fijo a Internet;0;NA;717333860
2012;4;804003326;SISTEMAS Y TELECOMUNICACIONES DEL ORIENTE SAS;101;Acceso fijo a Internet;0;NA;47487301
2012;4;900373099;SOL CABLE VISIÓN SAS E.S.P.;101;Acceso fijo a Internet;0;NA;715836307
2012;4;830129954;SOLUCIONES NET LTDA;101;Acceso fijo a Internet;0;NA;0
2012;4;830105909;SPRINT INTERNATIONAL COLOMBIA LTDA.;101;Acceso fijo a Internet;0;NA;1088243412
2012;4;830036103;SUPERCABLE TELECOMUNICACIONES S.A.;101;Acceso fijo a Internet;0;NA;1036699995
2012;4;900232917;TECNOLOGIA, INFORMACION Y COMUNICACIONES LIMITADA;101;Acceso fijo a Internet;0;NA;11474562
2012;4;830053800;TELMEX COLOMBIA S.A.;101;Acceso fijo a Internet;0;NA;148870840282
2012;4;900379268;TICLINE S.A.S.;101;Acceso fijo a Internet;0;NA;38131845
2012;4;900474762;TV AZTECA SUCURSAL COLOMBIA;101;Acceso fijo a Internet;0;NA;0
2012;4;900092385;UNE EPM TELECOMUNICACIONES S.A. E.S.P. - UNE EPM TELCO S.A.;101;Acceso fijo a Internet;0;NA;139609763905
2012;4;900292948;UNIMOS EMPRESA MINICIPAL DE TELECOMUNICACIONES DE IPIALES S.A. E.S.P.;101;Acceso fijo a Internet;0;NA;88100102
2012;4;800144976;VERIZON COLOMBIA S.A.;101;Acceso fijo a Internet;0;NA;38804261
2012;4;900177156;WI-SAT COMUNICACIONES LTDA;101;Acceso fijo a Internet;0;NA;34331096
2013;1;900022836;@NY PHONE S A ESP;101;Acceso fijo a Internet;0;NA;42456417
2013;1;800222177;A Y A RADIOCOMUNICACIONES S.A.S.;101;Acceso fijo a Internet;0;NA;37902648
2013;1;804008044;ANS COMUNICACIONES LTDA;101;Acceso fijo a Internet;0;NA;11075000
2013;1;830016046;AVANTEL S.A.S;101;Acceso fijo a Internet;0;NA;174446173
2013;1;830119051;AXESAT S.A.;101;Acceso fijo a Internet;0;NA;904365330
2013;1;900548102;AZTECA COMUNICACIONES COLOMBIA S A S;101;Acceso fijo a Internet;0;NA;24734752
2013;1;900258177;BRASIL TELECOM DE COLOMBIA EMPRESA UNIPERSONAL;101;Acceso fijo a Internet;0;NA;712256611
2013;1;900047715;CABLE & TV YOPAL SAS;101;Acceso fijo a Internet;0;NA;142314000
2013;1;811009414;CABLE BELLO TELEVISIÓN LTDA.;101;Acceso fijo a Internet;0;NA;611549181
2013;1;900209693;CALDAS DATA COMPANY LTDA;101;Acceso fijo a Internet;0;NA;37170000
2013;1;816008859;COCOM S.A.S;101;Acceso fijo a Internet;0;NA;42668861
2013;1;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;101;Acceso fijo a Internet;0;NA;95218032089
2013;1;900306608;CONSULTORES EN TECNOLOGIAS DE INFORMACION SAS;101;Acceso fijo a Internet;0;NA;190078003
2013;1;811003209;CORPORACION INTERUNIVERSITARIA DE SERVICIOS CIS;101;Acceso fijo a Internet;0;NA;493420573
2013;1;830115993;CORPORACION POLITECNICA NACIONAL DE COLOMBIA;101;Acceso fijo a Internet;0;NA;363846030
2013;1;830014146;DCS DIGITAL COMMUNICATION SYSTEMS LTDA.;101;Acceso fijo a Internet;0;NA;73318100
2013;1;900363774;DEL CARIBE TELECOMUNICACIONES DELCATEL S.A.S;101;Acceso fijo a Internet;0;NA;8443189
2013;1;819003851;DIALNET DE COLOMBIA S.A. E.S.P.;101;Acceso fijo a Internet;0;NA;667969777
2013;1;830027574;DIVEO DE COLOMBIA S.A.S.;101;Acceso fijo a Internet;0;NA;1694334629
2013;1;890905065;EDATEL S.A. E.S.P.;101;Acceso fijo a Internet;0;NA;21879672112
2013;1;890003081;ELECTRONICA Y TELECOMUNICACIONES DE COLOMBIA S.A.S.;101;Acceso fijo a Internet;0;NA;140305876
